A3AF8FFZAZYNE5,0000000078,5.0,1092182400
AH2L9G3DQHHAJ,0000000116,4.0,1019865600
A2IIIDRK3PRRZY,0000000116,1.0,1395619200
A1TADCM7YWPQ8M,0000000868,4.0,1031702400
AWGH7V0BDOJKB,0000013714,4.0,1383177600
A3UTQPQPM4TQO0,0000013714,5.0,1374883200
A8ZS0I5L5V31B,0000013714,5.0,1393632000
ACNGUPJ3A3TM9,0000013714,4.0,1386028800
A3BED5QFJWK88M,0000013714,4.0,1350345600
A2SUAM1J3GNN3B,0000013714,5.0,1252800000
APOZ15IEYQRRR,0000013714,5.0,1362787200
AYEDW3BFK53XK,0000013714,5.0,1325462400
A1KLCGLCXYP1U1,0000013714,3.0,1376092800
A37W6POFWIVG13,0000013714,5.0,1316131200
A2EIPZNHAEXZHJ,0000013714,4.0,1325030400
A1VAFVJFT58YI3,0000013714,5.0,1384300800
A9KTKY6BUR8U6,0000013714,1.0,1357516800
A2742OG8PK8KU6,0000013714,5.0,1358380800
A38AAPXSJN4C5G,0000015393,4.0,1239494400
A14A5Q8VJK5NLR,0000029831,4.0,1393286400
A3W2PX96K1BA3M,0000029831,5.0,1393200000
A2GKR2Q7MD8DG4,0000029831,5.0,1393286400
A1MC4E00RO5E9T,0000029831,5.0,1393200000
A23PISU0ZLW71C,0000029831,5.0,1393200000
A3PMSRCL80KSA1,0000031852,4.0,1388275200
A1SNLWGLFXD70K,0000031852,4.0,1392940800
A1KJ4CVG87QW09,0000031852,4.0,1389657600
AA9ITO6ZLZW6,0000031852,5.0,1399507200
APJ5ULJ1RMZ4,0000031852,1.0,1398556800
A2PAVURT4NOHE1,0000031852,5.0,1388361600
A3URQ0LXLV46E9,0000031852,4.0,1400544000
A3BTRFFOR2MF91,0000031860,2.0,1391817600
A2XVJBSRI3SWDI,0000031887,5.0,1383523200
A2G0LNLN79Q6HR,0000031887,4.0,1337990400
A2R3K1KX09QBYP,0000031887,2.0,1361059200
A19PBP93OF896,0000031887,1.0,1363824000
A1P0IHU93EF9ZK,0000031887,4.0,1390435200
A3Q6CTO56DJ8UZ,0000031887,4.0,1268697600
A1KLRMWW2FWPL4,0000031887,5.0,1297468800
A1GQPAM8Y45QN7,0000031887,5.0,1356480000
A2G5TCU2WDFZ65,0000031887,5.0,1358553600
AEAN37KUOYSX4,0000031887,5.0,1371859200
A1MCJONUQ78L9T,0000031887,5.0,1402876800
A2QEODSEIT1ME2,0000031887,5.0,1362355200
A2PSIVW9I3TGHD,0000031887,4.0,1386633600
A3CHBY0CB0O7PP,0000031887,5.0,1392681600
AAE8WBNKHQPL5,0000031887,5.0,1354752000
A1Z4XQ937SMPO3,0000031887,5.0,1353456000
A2F9MVWWC0IZYW,0000031887,4.0,1382572800
AZMKXP68HZ4CN,0000031887,5.0,1377302400
AV056ETQ5RXLN,0000031887,1.0,1397692800
A5GPS8FCXTPPI,0000031887,3.0,1356652800
AM1CYMR007O6H,0000031887,5.0,1389744000
A25G580SJ513IC,0000031887,5.0,1387929600
A1MYJDE1JEKLHX,0000031887,4.0,1351036800
A1WAAEP1EBQ3S4,0000031887,3.0,1359158400
A3H1W0DWLW5DLH,0000031887,5.0,1286668800
AJ7SZVK2FSZQJ,0000031887,4.0,1380153600
A17TA3DQZ87RQH,0000031887,5.0,1361059200
A3QW1I2TL6WBS6,0000031887,5.0,1399680000
A36QXSHZCUC7VY,0000031887,4.0,1325376000
AGH2CNG5GFOM,0000031887,5.0,1381708800
A2T247H3WD9NS0,0000031887,5.0,1391040000
A2KSU0OEYSRYNQ,0000031887,4.0,1356048000
A2TVSGUKDUT8HE,0000031887,5.0,1345507200
AEIOS4PFEY8B8,0000031887,3.0,1322265600
A3S51SY6L4RKHY,0000031887,5.0,1340755200
A338UR0Q3EG733,0000031887,5.0,1278979200
A1AXA05K077RK6,0000031887,3.0,1383264000
A1YJJG9T2P6VNS,0000031887,5.0,1388620800
A3VV6Q18NFUCSX,0000031887,5.0,1374105600
AH3F12SYJ693R,0000031887,5.0,1360713600
ACR9ES55PCMHO,0000031887,5.0,1387584000
A1D7AK2ZV16V2X,0000031887,4.0,1389571200
A2RV0NHF7ODWPX,0000031887,4.0,1374451200
AIYL9P9I7J5TG,0000031887,5.0,1353715200
A1RLQXYNCMWRWN,0000031887,5.0,1357257600
A8U3FAMSJVHS5,0000031887,5.0,1398556800
A3TUTGXQP1X0SI,0000031887,1.0,1384560000
AWL1LVO2QI6I2,0000031887,5.0,1358380800
A5T4F8B7XF3AU,0000031887,5.0,1389484800
A2B62F0GQMUVY0,0000031887,2.0,1352764800
A3F97HTSL814QD,0000031887,1.0,1391731200
